,home_team,away_team,home_goals,away_goals,result
0,Arsenal,West Bromwich Albion,1.0,0.0,H
1,Bolton Wanderers,Stoke City,3.0,1.0,H
2,Everton,Blackburn Rovers,2.0,3.0,A
3,Hull City,Fulham,2.0,1.0,H
4,Middlesbrough,Tottenham Hotspur,2.0,1.0,H
5,West Ham United,Wigan Athletic,2.0,1.0,H
6,Sunderland,Liverpool,0.0,1.0,A
7,Chelsea,Portsmouth,4.0,0.0,H
8,Aston Villa,Manchester City,4.0,2.0,H
9,Manchester United,Newcastle United,1.0,1.0,D
10,Blackburn Rovers,Hull City,1.0,1.0,D
11,Liverpool,Middlesbrough,2.0,1.0,H
12,Newcastle United,Bolton Wanderers,1.0,0.0,H
13,Stoke City,Aston Villa,3.0,2.0,H
14,Tottenham Hotspur,Sunderland,1.0,2.0,A
15,West Bromwich Albion,Everton,1.0,2.0,A
16,Fulham,Arsenal,1.0,0.0,H
17,Wigan Athletic,Chelsea,0.0,1.0,A
18,Manchester City,West Ham United,3.0,0.0,H
19,Portsmouth,Manchester United,0.0,1.0,A
20,Bolton Wanderers,West Bromwich Albion,0.0,0.0,D
21,Everton,Portsmouth,0.0,3.0,A
22,Hull City,Wigan Athletic,0.0,5.0,A
23,Middlesbrough,Stoke City,2.0,1.0,H
24,West Ham United,Blackburn Rovers,4.0,1.0,H
25,Arsenal,Newcastle United,3.0,0.0,H
26,Chelsea,Tottenham Hotspur,1.0,1.0,D
27,Sunderland,Manchester City,0.0,3.0,A
28,Aston Villa,Liverpool,0.0,0.0,D
29,Liverpool,Manchester United,2.0,1.0,H
30,Blackburn Rovers,Arsenal,0.0,4.0,A
31,Fulham,Bolton Wanderers,2.0,1.0,H
32,Newcastle United,Hull City,1.0,2.0,A
33,Portsmouth,Middlesbrough,2.0,1.0,H
34,West Bromwich Albion,West Ham United,3.0,2.0,H
35,Wigan Athletic,Sunderland,1.0,1.0,D
36,Manchester City,Chelsea,1.0,3.0,A
37,Stoke City,Everton,2.0,3.0,A
38,Tottenham Hotspur,Aston Villa,1.0,2.0,A
39,Sunderland,Middlesbrough,2.0,0.0,H
40,Blackburn Rovers,Fulham,1.0,0.0,H
41,Liverpool,Stoke City,0.0,0.0,D
42,West Ham United,Newcastle United,3.0,1.0,H
43,Bolton Wanderers,Arsenal,1.0,3.0,A
44,West Bromwich Albion,Aston Villa,1.0,2.0,A
45,Chelsea,Manchester United,1.0,1.0,D
46,Hull City,Everton,2.0,2.0,D
47,Manchester City,Portsmouth,6.0,0.0,H
48,Tottenham Hotspur,Wigan Athletic,0.0,0.0,D
49,Everton,Liverpool,0.0,2.0,A
50,Aston Villa,Sunderland,2.0,1.0,H
51,Fulham,West Ham United,1.0,2.0,A
52,Manchester United,Bolton Wanderers,2.0,0.0,H
53,Middlesbrough,West Bromwich Albion,0.0,1.0,A
54,Newcastle United,Blackburn Rovers,1.0,2.0,A
55,Stoke City,Chelsea,0.0,2.0,A
56,Arsenal,Hull City,1.0,2.0,A
57,Portsmouth,Tottenham Hotspur,2.0,0.0,H
58,Wigan Athletic,Manchester City,2.0,1.0,H
59,Sunderland,Arsenal,1.0,1.0,D
60,West Bromwich Albion,Fulham,1.0,0.0,H
61,Wigan Athletic,Middlesbrough,0.0,1.0,A
62,Blackburn Rovers,Manchester United,0.0,2.0,A
63,West Ham United,Bolton Wanderers,1.0,3.0,A
64,Chelsea,Aston Villa,2.0,0.0,H
65,Manchester City,Liverpool,2.0,3.0,A
66,Portsmouth,Stoke City,2.0,1.0,H
67,Tottenham Hotspur,Hull City,0.0,1.0,A
68,Everton,Newcastle United,2.0,2.0,D
69,Middlesbrough,Chelsea,0.0,5.0,A
70,Arsenal,Everton,3.0,1.0,H
71,Aston Villa,Portsmouth,0.0,0.0,D
72,Bolton Wanderers,Blackburn Rovers,0.0,0.0,D
73,Fulham,Sunderland,0.0,0.0,D
74,Liverpool,Wigan Athletic,3.0,2.0,H
75,Manchester United,West Bromwich Albion,4.0,0.0,H
76,Hull City,West Ham United,1.0,0.0,H
77,Stoke City,Tottenham Hotspur,2.0,1.0,H
78,Newcastle United,Manchester City,2.0,2.0,D
79,Everton,Manchester United,1.0,1.0,D
80,Sunderland,Newcastle United,2.0,1.0,H
81,West Bromwich Albion,Hull City,0.0,3.0,A
82,Blackburn Rovers,Middlesbrough,1.0,1.0,D
83,Chelsea,Liverpool,0.0,1.0,A
84,Manchester City,Stoke City,3.0,0.0,H
85,Tottenham Hotspur,Bolton Wanderers,2.0,0.0,H
86,Wigan Athletic,Aston Villa,0.0,4.0,A
87,West Ham United,Arsenal,0.0,2.0,A
88,Portsmouth,Fulham,1.0,1.0,D
89,Newcastle United,West Bromwich Albion,2.0,1.0,H
90,Aston Villa,Blackburn Rovers,3.0,2.0,H
91,Fulham,Wigan Athletic,2.0,0.0,H
92,Hull City,Chelsea,0.0,3.0,A
93,Stoke City,Sunderland,1.0,0.0,H
94,Arsenal,Tottenham Hotspur,4.0,4.0,D
95,Bolton Wanderers,Everton,0.0,1.0,A
96,Liverpool,Portsmouth,1.0,0.0,H
97,Manchester United,West Ham United,2.0,0.0,H
98,Middlesbrough,Manchester City,2.0,0.0,H
99,Everton,Fulham,1.0,0.0,H
100,Chelsea,Sunderland,5.0,0.0,H
101,Manchester United,Hull City,4.0,3.0,H
102,Middlesbrough,West Ham United,1.0,1.0,D
103,Portsmouth,Wigan Athletic,1.0,2.0,A
104,Stoke City,Arsenal,2.0,1.0,H
105,West Bromwich Albion,Blackburn Rovers,2.0,2.0,D
106,Tottenham Hotspur,Liverpool,2.0,1.0,H
107,Bolton Wanderers,Manchester City,2.0,0.0,H
108,Newcastle United,Aston Villa,2.0,0.0,H
109,Arsenal,Manchester United,2.0,1.0,H
110,Wigan Athletic,Stoke City,0.0,0.0,D
111,Hull City,Bolton Wanderers,0.0,1.0,A
112,Sunderland,Portsmouth,1.0,2.0,A
113,West Ham United,Everton,1.0,3.0,A
114,Liverpool,West Bromwich Albion,3.0,0.0,H
115,Blackburn Rovers,Chelsea,0.0,2.0,A
116,Aston Villa,Middlesbrough,1.0,2.0,A
117,Manchester City,Tottenham Hotspur,1.0,2.0,A
118,Fulham,Newcastle United,2.0,1.0,H
119,Bolton Wanderers,Liverpool,0.0,2.0,A
120,Arsenal,Aston Villa,0.0,2.0,A
121,Blackburn Rovers,Sunderland,1.0,2.0,A
122,Fulham,Tottenham Hotspur,2.0,1.0,H
123,Manchester United,Stoke City,5.0,0.0,H
124,Newcastle United,Wigan Athletic,2.0,2.0,D
125,West Ham United,Portsmouth,0.0,0.0,D
126,West Bromwich Albion,Chelsea,0.0,3.0,A
127,Everton,Middlesbrough,1.0,1.0,D
128,Hull City,Manchester City,2.0,2.0,D
129,Chelsea,Newcastle United,0.0,0.0,D
130,Liverpool,Fulham,0.0,0.0,D
131,Manchester City,Arsenal,3.0,0.0,H
132,Middlesbrough,Bolton Wanderers,1.0,3.0,A
133,Portsmouth,Hull City,2.0,2.0,D
134,Stoke City,West Bromwich Albion,1.0,0.0,H
135,Aston Villa,Manchester United,0.0,0.0,D
136,Tottenham Hotspur,Blackburn Rovers,1.0,0.0,H
137,Sunderland,West Ham United,0.0,1.0,A
138,Wigan Athletic,Everton,1.0,0.0,H
139,Aston Villa,Fulham,0.0,0.0,D
140,Middlesbrough,Newcastle United,0.0,0.0,D
141,Stoke City,Hull City,1.0,1.0,D
142,Sunderland,Bolton Wanderers,1.0,4.0,A
143,Wigan Athletic,West Bromwich Albion,2.0,1.0,H
144,Manchester City,Manchester United,0.0,1.0,A
145,Portsmouth,Blackburn Rovers,3.0,2.0,H
146,Tottenham Hotspur,Everton,0.0,1.0,A
147,Chelsea,Arsenal,1.0,2.0,A
148,Liverpool,West Ham United,0.0,0.0,D
149,Fulham,Manchester City,1.0,1.0,D
150,Arsenal,Wigan Athletic,1.0,0.0,H
151,Blackburn Rovers,Liverpool,1.0,3.0,A
152,Bolton Wanderers,Chelsea,0.0,2.0,A
153,Hull City,Middlesbrough,2.0,1.0,H
154,Newcastle United,Stoke City,2.0,2.0,D
155,Manchester United,Sunderland,1.0,0.0,H
156,West Bromwich Albion,Portsmouth,1.0,1.0,D
157,Everton,Aston Villa,2.0,3.0,A
158,West Ham United,Tottenham Hotspur,0.0,2.0,A
159,Middlesbrough,Arsenal,1.0,1.0,D
160,Aston Villa,Bolton Wanderers,4.0,2.0,H
161,Liverpool,Hull City,2.0,2.0,D
162,Manchester City,Everton,0.0,1.0,A
163,Stoke City,Fulham,0.0,0.0,D
164,Sunderland,West Bromwich Albion,4.0,0.0,H
165,Wigan Athletic,Blackburn Rovers,3.0,0.0,H
166,Tottenham Hotspur,Manchester United,0.0,0.0,D
167,Portsmouth,Newcastle United,0.0,3.0,A
168,Chelsea,West Ham United,1.0,1.0,D
169,Blackburn Rovers,Stoke City,3.0,0.0,H
170,Bolton Wanderers,Portsmouth,2.0,1.0,H
171,Fulham,Middlesbrough,3.0,0.0,H
172,Hull City,Sunderland,1.0,4.0,A
173,West Ham United,Aston Villa,0.0,1.0,A
174,West Bromwich Albion,Manchester City,2.0,1.0,H
175,Newcastle United,Tottenham Hotspur,2.0,1.0,H
176,Arsenal,Liverpool,1.0,1.0,D
177,Everton,Chelsea,0.0,0.0,D
178,Stoke City,Manchester United,0.0,1.0,A
179,Chelsea,West Bromwich Albion,2.0,0.0,H
180,Portsmouth,West Ham United,1.0,4.0,A
181,Tottenham Hotspur,Fulham,0.0,0.0,D
182,Liverpool,Bolton Wanderers,3.0,0.0,H
183,Manchester City,Hull City,5.0,1.0,H
184,Middlesbrough,Everton,0.0,1.0,A
185,Sunderland,Blackburn Rovers,0.0,0.0,D
186,Wigan Athletic,Newcastle United,2.0,1.0,H
187,Aston Villa,Arsenal,2.0,2.0,D
188,Newcastle United,Liverpool,1.0,5.0,A
189,Arsenal,Portsmouth,1.0,0.0,H
190,Bolton Wanderers,Wigan Athletic,0.0,1.0,A
191,Everton,Sunderland,3.0,0.0,H
192,Fulham,Chelsea,2.0,2.0,D
193,West Bromwich Albion,Tottenham Hotspur,2.0,0.0,H
194,West Ham United,Stoke City,2.0,1.0,H
195,Blackburn Rovers,Manchester City,2.0,2.0,D
196,Manchester United,Middlesbrough,1.0,0.0,H
197,Hull City,Aston Villa,0.0,1.0,A
198,Aston Villa,West Bromwich Albion,2.0,1.0,H
199,Arsenal,Bolton Wanderers,1.0,0.0,H
200,Everton,Hull City,2.0,0.0,H
201,Middlesbrough,Sunderland,1.0,1.0,D
202,Newcastle United,West Ham United,2.0,2.0,D
203,Stoke City,Liverpool,0.0,0.0,D
204,Wigan Athletic,Tottenham Hotspur,1.0,0.0,H
205,Manchester United,Chelsea,3.0,0.0,H
206,Manchester United,Wigan Athletic,1.0,0.0,H
207,Blackburn Rovers,Newcastle United,3.0,0.0,H
208,Bolton Wanderers,Manchester United,0.0,1.0,A
209,Chelsea,Stoke City,2.0,1.0,H
210,Manchester City,Wigan Athletic,1.0,0.0,H
211,Sunderland,Aston Villa,1.0,2.0,A
212,West Bromwich Albion,Middlesbrough,3.0,0.0,H
213,Hull City,Arsenal,1.0,3.0,A
214,West Ham United,Fulham,3.0,1.0,H
215,Tottenham Hotspur,Portsmouth,1.0,1.0,D
216,Liverpool,Everton,1.0,1.0,D
217,Sunderland,Fulham,1.0,0.0,H
218,West Bromwich Albion,Manchester United,0.0,5.0,A
219,Portsmouth,Aston Villa,0.0,1.0,A
220,Tottenham Hotspur,Stoke City,3.0,1.0,H
221,Chelsea,Middlesbrough,2.0,0.0,H
222,Manchester City,Newcastle United,2.0,1.0,H
223,Wigan Athletic,Liverpool,1.0,1.0,D
224,Blackburn Rovers,Bolton Wanderers,2.0,2.0,D
225,Everton,Arsenal,1.0,1.0,D
226,West Ham United,Hull City,2.0,0.0,H
227,Stoke City,Manchester City,1.0,0.0,H
228,Arsenal,West Ham United,0.0,0.0,D
229,Aston Villa,Wigan Athletic,0.0,0.0,D
230,Bolton Wanderers,Tottenham Hotspur,3.0,2.0,H
231,Fulham,Portsmouth,3.0,1.0,H
232,Hull City,West Bromwich Albion,2.0,2.0,D
233,Middlesbrough,Blackburn Rovers,0.0,0.0,D
234,Manchester United,Everton,1.0,0.0,H
235,Newcastle United,Sunderland,1.0,1.0,D
236,Liverpool,Chelsea,2.0,0.0,H
237,Manchester City,Middlesbrough,1.0,0.0,H
238,Blackburn Rovers,Aston Villa,0.0,2.0,A
239,Chelsea,Hull City,0.0,0.0,D
240,Everton,Bolton Wanderers,3.0,0.0,H
241,Sunderland,Stoke City,2.0,0.0,H
242,West Bromwich Albion,Newcastle United,2.0,3.0,A
243,Wigan Athletic,Fulham,0.0,0.0,D
244,Portsmouth,Liverpool,2.0,3.0,A
245,Tottenham Hotspur,Arsenal,0.0,0.0,D
246,West Ham United,Manchester United,0.0,1.0,A
247,Portsmouth,Manchester City,2.0,0.0,H
248,Manchester United,Fulham,3.0,0.0,H
249,Aston Villa,Chelsea,0.0,1.0,A
250,Arsenal,Sunderland,0.0,0.0,D
251,Bolton Wanderers,West Ham United,2.0,1.0,H
252,Middlesbrough,Wigan Athletic,0.0,0.0,D
253,Stoke City,Portsmouth,2.0,2.0,D
254,Manchester United,Blackburn Rovers,2.0,1.0,H
255,Fulham,West Bromwich Albion,2.0,0.0,H
256,Liverpool,Manchester City,1.0,1.0,D
257,Newcastle United,Everton,0.0,0.0,D
258,Hull City,Tottenham Hotspur,1.0,2.0,A
259,Everton,West Bromwich Albion,2.0,0.0,H
260,Arsenal,Fulham,0.0,0.0,D
261,Chelsea,Wigan Athletic,2.0,1.0,H
262,Middlesbrough,Liverpool,2.0,0.0,H
263,Hull City,Blackburn Rovers,1.0,2.0,A
264,West Ham United,Manchester City,1.0,0.0,H
265,Bolton Wanderers,Newcastle United,1.0,0.0,H
266,Aston Villa,Stoke City,2.0,2.0,D
267,Portsmouth,Chelsea,0.0,1.0,A
268,West Bromwich Albion,Arsenal,1.0,3.0,A
269,Liverpool,Sunderland,2.0,0.0,H
270,Manchester City,Aston Villa,2.0,0.0,H
271,Newcastle United,Manchester United,1.0,2.0,A
272,Stoke City,Bolton Wanderers,2.0,0.0,H
273,Wigan Athletic,West Ham United,0.0,1.0,A
274,Blackburn Rovers,Everton,0.0,0.0,D
275,Fulham,Hull City,0.0,1.0,A
276,Tottenham Hotspur,Middlesbrough,4.0,0.0,H
277,Sunderland,Tottenham Hotspur,1.0,1.0,D
278,Fulham,Blackburn Rovers,1.0,2.0,A
279,Manchester United,Liverpool,1.0,4.0,A
280,Arsenal,Blackburn Rovers,4.0,0.0,H
281,Bolton Wanderers,Fulham,1.0,3.0,A
282,Everton,Stoke City,3.0,1.0,H
283,Hull City,Newcastle United,1.0,1.0,D
284,Middlesbrough,Portsmouth,1.0,1.0,D
285,Sunderland,Wigan Athletic,1.0,2.0,A
286,Chelsea,Manchester City,1.0,0.0,H
287,Aston Villa,Tottenham Hotspur,1.0,2.0,A
288,West Ham United,West Bromwich Albion,0.0,0.0,D
289,Portsmouth,Everton,2.0,1.0,H
290,Blackburn Rovers,West Ham United,1.0,1.0,D
291,Fulham,Manchester United,2.0,0.0,H
292,Stoke City,Middlesbrough,1.0,0.0,H
293,Tottenham Hotspur,Chelsea,1.0,0.0,H
294,West Bromwich Albion,Bolton Wanderers,1.0,1.0,D
295,Newcastle United,Arsenal,1.0,3.0,A
296,Wigan Athletic,Hull City,1.0,0.0,H
297,Manchester City,Sunderland,1.0,0.0,H
298,Liverpool,Aston Villa,5.0,0.0,H
299,Blackburn Rovers,Tottenham Hotspur,2.0,1.0,H
300,Arsenal,Manchester City,2.0,0.0,H
301,Bolton Wanderers,Middlesbrough,4.0,1.0,H
302,Hull City,Portsmouth,0.0,0.0,D
303,Newcastle United,Chelsea,0.0,2.0,A
304,West Bromwich Albion,Stoke City,0.0,2.0,A
305,West Ham United,Sunderland,2.0,0.0,H
306,Fulham,Liverpool,0.0,1.0,A
307,Everton,Wigan Athletic,4.0,0.0,H
308,Manchester United,Aston Villa,3.0,2.0,H
309,Liverpool,Blackburn Rovers,4.0,0.0,H
310,Chelsea,Bolton Wanderers,4.0,3.0,H
311,Middlesbrough,Hull City,3.0,1.0,H
312,Portsmouth,West Bromwich Albion,2.0,2.0,D
313,Sunderland,Manchester United,1.0,2.0,A
314,Tottenham Hotspur,West Ham United,1.0,0.0,H
315,Wigan Athletic,Arsenal,1.0,4.0,A
316,Stoke City,Newcastle United,1.0,1.0,D
317,Aston Villa,Everton,3.0,3.0,D
318,Manchester City,Fulham,1.0,3.0,A
319,Aston Villa,West Ham United,1.0,1.0,D
320,Middlesbrough,Fulham,0.0,0.0,D
321,Portsmouth,Bolton Wanderers,1.0,0.0,H
322,Stoke City,Blackburn Rovers,1.0,0.0,H
323,Sunderland,Hull City,1.0,0.0,H
324,Tottenham Hotspur,Newcastle United,1.0,0.0,H
325,Manchester City,West Bromwich Albion,4.0,2.0,H
326,Liverpool,Arsenal,4.0,4.0,D
327,Chelsea,Everton,0.0,0.0,D
328,Manchester United,Portsmouth,2.0,0.0,H
329,Bolton Wanderers,Aston Villa,1.0,1.0,D
330,Everton,Manchester City,1.0,2.0,A
331,Fulham,Stoke City,1.0,0.0,H
332,Hull City,Liverpool,1.0,3.0,A
333,West Bromwich Albion,Sunderland,3.0,0.0,H
334,West Ham United,Chelsea,0.0,1.0,A
335,Manchester United,Tottenham Hotspur,5.0,2.0,H
336,Arsenal,Middlesbrough,2.0,0.0,H
337,Blackburn Rovers,Wigan Athletic,2.0,0.0,H
338,Newcastle United,Portsmouth,0.0,0.0,D
339,Middlesbrough,Manchester United,0.0,2.0,A
340,Chelsea,Fulham,3.0,1.0,H
341,Manchester City,Blackburn Rovers,3.0,1.0,H
342,Portsmouth,Arsenal,0.0,3.0,A
343,Stoke City,West Ham United,0.0,1.0,A
344,Tottenham Hotspur,West Bromwich Albion,1.0,0.0,H
345,Wigan Athletic,Bolton Wanderers,0.0,0.0,D
346,Liverpool,Newcastle United,3.0,0.0,H
347,Sunderland,Everton,0.0,2.0,A
348,Aston Villa,Hull City,1.0,0.0,H
349,Blackburn Rovers,Portsmouth,2.0,0.0,H
350,Bolton Wanderers,Sunderland,0.0,0.0,D
351,Everton,Tottenham Hotspur,0.0,0.0,D
352,Fulham,Aston Villa,3.0,1.0,H
353,Hull City,Stoke City,1.0,2.0,A
354,West Bromwich Albion,Wigan Athletic,3.0,1.0,H
355,West Ham United,Liverpool,0.0,3.0,A
356,Manchester United,Manchester City,2.0,0.0,H
357,Arsenal,Chelsea,1.0,4.0,A
358,Newcastle United,Middlesbrough,3.0,1.0,H
359,Wigan Athletic,Manchester United,1.0,2.0,A
360,Manchester United,Arsenal,0.0,0.0,D
361,Bolton Wanderers,Hull City,1.0,1.0,D
362,Everton,West Ham United,3.0,1.0,H
363,Middlesbrough,Aston Villa,1.0,1.0,D
364,Newcastle United,Fulham,0.0,1.0,A
365,Stoke City,Wigan Athletic,2.0,0.0,H
366,Tottenham Hotspur,Manchester City,2.0,1.0,H
367,West Bromwich Albion,Liverpool,0.0,2.0,A
368,Chelsea,Blackburn Rovers,2.0,0.0,H
369,Portsmouth,Sunderland,3.0,1.0,H
370,Arsenal,Stoke City,4.0,1.0,H
371,Aston Villa,Newcastle United,1.0,0.0,H
372,Blackburn Rovers,West Bromwich Albion,0.0,0.0,D
373,Fulham,Everton,0.0,2.0,A
374,Hull City,Manchester United,0.0,1.0,A
375,Liverpool,Tottenham Hotspur,3.0,1.0,H
376,Manchester City,Bolton Wanderers,1.0,0.0,H
377,Sunderland,Chelsea,2.0,3.0,A
378,West Ham United,Middlesbrough,2.0,1.0,H
379,Wigan Athletic,Portsmouth,1.0,0.0,H
